Campaign ID,Campaign,Ad Group,Keyword,Criterion Type
24156845915,RelayMic - Search - Test,Dev Streaming Tools,parsec mic passthrough mac,Phrase
24156845915,RelayMic - Search - Test,Dev Streaming Tools,rustdesk microphone,Exact
24156845915,RelayMic - Search - Test,Dev Streaming Tools,rustdesk microphone,Phrase
24156845915,RelayMic - Search - Test,Dev Streaming Tools,rustdesk microphone mac,Exact
24156845915,RelayMic - Search - Test,Dev Streaming Tools,rustdesk microphone mac,Phrase
24156845915,RelayMic - Search - Test,Dev Streaming Tools,jump desktop microphone,Exact
24156845915,RelayMic - Search - Test,Dev Streaming Tools,jump desktop microphone,Phrase
24156845915,RelayMic - Search - Test,Dev Streaming Tools,mac screen sharing microphone,Exact
24156845915,RelayMic - Search - Test,Dev Streaming Tools,mac screen sharing microphone,Phrase
24156845915,RelayMic - Search - Test,Dev Streaming Tools,cloud mac microphone,Exact
24156845915,RelayMic - Search - Test,Dev Streaming Tools,cloud mac microphone,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,dictation on remote mac,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,dictation on remote mac,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,voice input remote mac,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,voice input remote mac,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,remote mac dictation microphone,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,remote mac dictation microphone,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,use phone as microphone for remote mac,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,use phone as microphone for remote mac,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,browser microphone to mac,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,browser microphone to mac,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,use browser as microphone mac,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,use browser as microphone mac,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,virtual microphone mac remote,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,virtual microphone mac remote,Phrase
24156845915,RelayMic - Search - Test,Voice Tasks,record on remote mac,Exact
24156845915,RelayMic - Search - Test,Voice Tasks,record on remote mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,micrófono escritorio remoto mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,micrófono escritorio remoto mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar micrófono en escritorio remoto,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar micrófono en escritorio remoto,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar micrófono en escritorio remoto mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar micrófono en escritorio remoto mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,micrófono remoto mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,micrófono remoto mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,pasar micrófono por escritorio remoto,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,pasar micrófono por escritorio remoto,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,anydesk micrófono no funciona,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,anydesk micrófono no funciona,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,anydesk micrófono no funciona mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,anydesk micrófono no funciona mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,teamviewer micrófono mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,teamviewer micrófono mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,micrófono virtual mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,micrófono virtual mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,dictado por voz mac remoto,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,dictado por voz mac remoto,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar celular como micrófono para mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar celular como micrófono para mac,Phrase
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar móvil como micrófono mac,Exact
24156845915,RelayMic - Search - Test,Espanol Mac Remoto,usar móvil como micrófono mac,Phrase
